"SMILES_STD","SAMPLE_NAME","SAMPLE_ID","GENE_SYMBOL"
"C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F","Bicalutamide","NCGC00167487-01","AR"
"CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C","beta-Carotene","NCGC00096081-03",""
"C[C@@H](CCCC(C)(C)O)[C@@H]1CC[C@@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)C[C@H](O)C3=C","Calcitriol","NCGC00161327-05","VDR"
"CCC(=O)OC1CCC2C3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@]12C","Testosterone propionate","NCGC00095245-01","AR"
"CC(C)(C)NC(=O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C","Finasteride","NCGC00093560-06","AR"
"CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","Flutamide","NCGC00015452-19","AR"
"CC(=O)O[C@]1(CC[C@@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O","Cyproterone acetate","NCGC00091032-08","AR"
"CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","Hydroxyflutamide","NCGC00091014-06","AR"
"CC1(C)NC(=O)N(C1=O)C2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F","Nilutamide","NCGC00015754-15","AR"
"C(C1=CNC2=C1C=CC=C2)C3=CNC4=C3C=CC=C4","Diindolylmethane","NCGC00095348-07","AR"
"ClC1=CC=C(C=C1)C2=C(\C=N\OCC3=CC(Cl)=C(Cl)C=C3)N4C=CSC4=N2","CITCO","NCGC00163107-06","NR1I3"
"CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1","Pioglitazone HCl","NCGC00163128-07","PPARG"
"CCC(C)N(C)C(=O)C1=NC(=C2C=CC=CC2=C1)C3=C(Cl)C=CC=C3","PK-11195","NCGC00015205-07","NR1I3"
"CC1=CC(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(Cl)C=C4)=CC=C1","Meclizine hydrochloride","NCGC00018296-08","NR1I3"
"CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=NC=CC=C3","Rosiglitazone","NCGC00095124-06","PPARG"
"CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C3=CC(F)=C(C=C3)C(F)(F)F","GW-0742","NCGC00092344-05","PPARD"
"CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C3=CC=C(C=C3)C(F)(F)F","GW-501516","NCGC00241455-01","PPARD"
"CC(C)(SC1=CC=C(CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3)C=C1)C(O)=O","GW-7647","NCGC00015480-13","PPARA"
"CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(Cl)C=C2","Fenofibrate","NCGC00015437-16","PPARA"
"CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1","Clofibrate","NCGC00015257-06","PPARA"
"CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O","Ciprofibrate","NCGC00164447-01","PPARA"
"CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1","Gemfibrozil","NCGC00016794-14","PPARA"
"CCC(=O)NC[C@H](CC1=CC=C(OCCC2=C(C)OC(=N2)C3=CC=CC=C3)C=C1)NC(C)=CC(=O)C4=CC=C(C=C4)C(F)(F)F","GW-6471","NCGC00165799-02","PPARA"
"CCCC1=NC2=C(C=C(C=C2C)C3=NC4=C(C=CC=C4)N3C)N1CC5=CC=C(C=C5)C6=C(C=CC=C6)C(O)=O","Telmisartan","NCGC00095150-07","AGT"
"CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NNN=N4)C(O)=O)C(C)(C)O","Olmesartan","NCGC00246968-02","AGT"
"CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C4=C1C=C(O)C=C4)C5=CC=C(O)C=C5","Bazedoxifene","NCGC00182055-02","ER"
"CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C2=CC=CC=C2)\C3=CC=CC=C3","Toremifene","NCGC00160530-03","ESR1"
"CCN(CC)CCOC1=CC=C(C=C1)C(=C(/Cl)C2=CC=CC=C2)\C3=CC=CC=C3","Clomifene citrate","NCGC00164385-04","ESR1"
"C[C@@]12CC[C@@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O","Estetrol","NCGC00345819-01","ESR1"
"OC1=CC=C(C=C1)[C@H]2OC3=C(C=C(O)C=C3)[C@@H]4CCC[C@@H]24","Erteberel","NCGC00346557-01","ESR1"
"CC\C(C1=CC=C(O)C=C1)=C(\CC)C2=CC=C(O)C=C2","Diethylstilbestrol","NCGC00090749-11","ESR1"
"C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O","Estriol","NCGC00166111-04","ESR1"
"CC1=C(C=C(N1CCCN2CCOCC2)C3=CC=CC=C3)C(=O)NC4=CC(=CC=C4)C(F)(F)F","HC-067047","NCGC00263214-01","TRPV4"
"CCCCCN(CCC12CC3CC(CC(C3)C1)C2)C(=O)NCCCC4=CC=NC=C4","DE-096","NCGC00263016-01","TRPV4"
"CC(C)C[C@H](NC(=O)C1=CC2=C(S1)C=CC=C2)C(=O)N3CCN(CC3)C(=O)[C@H](CO)NS(=O)(=O)C4=C(Cl)C=C(Cl)C=C4","GSK-1016790A","NCGC00250409-01","TRPV4"
"FC(F)(F)C1=CN=C(C=C1)N2CC[C@H](C2)NC(=O)NC3=C(Br)C=CC=C3","705498","NCGC00346690-01","TRPV1"
"CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C","Probucol","NCGC00016777-07",""
"CC1=C(CS(=O)C2=NC3=C(N2)C=CC=C3)N=CC=C1OCC(F)(F)F","Lansoprazole","NCGC00015615-14",""
"[Mg++].COC1=CC2=C(CC(=N2)S(=O)CC3=C(C)C(OC)=C(C)C=N3)C=C1.COC4=CC5=C(NC(=N5)S(=O)CC6=C(C)C(OC)=C(C)C=N6)C=C4","Esomeprazole magnesium","NCGC00186013-01",""
"COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1","Pantoprazole","NCGC00095188-04",""
"CN(CCO)C(=O)C1=CN2C=C(C)N=C2C(N[C@H]3CCOC4=C3C(C)=CC=C4)=C1","PF-03716556","NCGC00346889-01",""
"CO[C@@H]1C=CC=C(C)C[C@H](C)[C@H](O)[C@H](C)C=C(C)C=C(OC)C(=O)O[C@H]1[C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@H](O2)C(C)C","Bafilomycin A1","NCGC00162409-03",""
"COC1=CC=CC2=C1NC3=C(C=CC=C3C2=O)C(=O)NC4=CC=C(CCN5CCC6=CC(OC)=C(OC)C=C6C5)C=C4","Elacridar","NCGC00263219-01",""
"COC1=CC(NC(=O)C2=CC3=C(C=CC=C3)N=C2)=C(C=C1OC)C(=O)NC4=CC=C(CCN5CCC6=CC(OC)=C(OC)C=C6C5)C=C4","Tariquidar","NCGC00346448-01",""
"C\C=C\C[C@@H](C)C(=O)[C@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C","Valspodar","NCGC00346894-01",""
"O[C@H]([C@@H]1CC2CCN1C[C@@H]2C=C)C3=C4C=CC=CC4=NC=C3","Cinchonidine","NCGC00346589-01",""
"CN1[C@H]2C[C@@H](O)C[C@@H]1[C@H]3O[C@H]23","Scopine","NCGC00346665-01",""
"ClC1=CC=C(CCCOC2=NNC(=O)C(Br)=C2NCC3=CN=CC=C3)C=C1","Parogrelil","NCGC00346449-01","PDE5A"
"CN1CCN(CC1)C2=NC(=N)C(=CN2)C3=C(Cl)C(Cl)=CC(Cl)=C3","Sipatrigine","NCGC00346885-01","SCN2A"
"COC1=CC2=C3[C@@H](CC4=CC(OC5=CC=C(C[C@@H]6N(C)CCC7=CC(OC)=C(OC3=C1OC)C=C67)C=C5)=C(OC)C=C4)N(C)CC2","Tetrandrine","NCGC00017376-10",""
"COC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OCCN3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5","Manidipine dihydrochloride","NCGC00167493-04",""
"CC(C)C[C@H](CN)CC(O)=O","Pregabalin","NCGC00346738-01",""
"CN1N=C(C(=O)NC2C[C@@H]3CCC[C@H](C2)N3C)C4=C1C=CC=C4","Granisetron hydrochloride","NCGC00183873-01","HTR3A"
"CC\C(C1=CC=CC=C1)=C(/C2=CC=CC=C2)C3=CC=C(OCCN(C)C)C=C3","Tamoxifen","NCGC00024928-22","ER"
"OC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(OCCN4CCCCC4)C=C3)C5=C(S2)C=C(O)C=C5","Raloxifene hydrochloride","NCGC00015889-10","ESR1"
"C[C@@]12CC[C@@H]3[C@@H](CC[C@@]45O[C@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O","Trilostane","NCGC00274061-01","ESR1"
"O[C@H](COC1=C2C=CC=NC2=CC=C1)CN3CCN(CC3)[C@H]4C5=C(C=CC=C5)[C@@H]6[C@H](C7=C4C=CC=C7)C6(F)F","LY335979 trihydrochloride","NCGC00274062-01",""
"C[C@@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C","Ethinylestradiol","NCGC00091533-11","ESR1"
"C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O","beta-Estradiol","NCGC00091544-08","ESR1"
"COC1=CC2=C(C=C1)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CC2","Mestranol","NCGC00093347-06","ESR1"
"C[C@@]12CC[C@@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC4=C3C=CC(O)=C4","Fulvestrant","NCGC00164789-05","ESR1"
"CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1","Tesmilifene hydrochloride","NCGC00024762-05","ESR1"
"OC1=CC=C(C=C1)C2=COC3=C(C=CC(O)=C3)C2=O","4',7-Dihydroxyisoflavanone","NCGC00015365-18","ESR1"
"CC(C)C1=CC=CC(C(C)C)=C1O","Propofol","NCGC00015389-08","TRPV1"
"OC(=O)CC1=CC(OCCCN(CC(C2=CC=CC=C2)C3=CC=CC=C3)CC4=C(Cl)C(=CC=C4)C(F)(F)F)=CC=C1","GSK-3965","NCGC00161825-02","ABCA1"
"COC1=CC2=C(NC(=N2)S(=O)CC3=C(C)C(OC)=C(C)C=N3)C=C1","Omeprazole","NCGC00016925-10","ABCC3"
"C[C@H]1O[C@@H](O[C@@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O","G-Strophanthin","NCGC00017394-08","NKAIN1"
"COCCCOC1=C(C)C(CS(=O)C2=NC3=C(N2)C=CC=C3)=NC=C1","Rabeprazole","NCGC00159518-04",""
"COC1=C(OC)C2=C(CC3N(CCC4=C3C=C5OCOC5=C4)C2)C=C1","Tetrahydroberberine","NCGC00173359-06",""
"COC1=C2N=C(NC(=NCC3=CC=CC=C3)C2=CC=C1)N4C(=N)NC5=C4C=CC=C5","KUC107871N-04","NCGC00347064-01",""
"C(N=C1N=C(NC2=C1CCCC2)N3CCOC4=C3C=CC=C4)C5=CC=CC=C5","KUC107887N-03","NCGC00347065-01",""
"C(N=C1NC(=NCC2=CC=CC=C2)C3=C(N1)C=CC=C3)C4=CC=CC=C4","KUC105555N-02","NCGC00347066-01",""
"NS(=O)(=O)C1=CC=C(NC2=CC(=O)C3=C(C=CC=C3)C2=O)C=C1","KUC111774N-03","NCGC00347067-01",""
"O[C@H]1CC[C@H](CC1)N2C=NC3=C(C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)C2=N","","NCGC00247785-05",""
"COC1=C(O)C=CC(=C1)[C@H]2OC3=C(O[C@@H]2CO)C=CC(=C3)[C@H]4OC5=C(C(=O)[C@@H]4O)C(O)=CC(O)=C5","Silybin","NCGC00091057-06",""
"COC1=NN(C(=N1)C2=CC3=C(OCO3)C=C2)C4=CC=C(NC(=O)CSC5=CC=CC=C5)C=C4","Secin H3","NCGC00168109-01","ARHGEF1"
"CC1=C(CCOC2=CC=C(C=C2)C(O)=O)C3=C(C=CC(Cl)=C3)N1C(C4=CC=CC=C4)C5=CC=CC=C5","CDIBA","NCGC00250389-01","PLCG1"
"ClC1=CC(COC(=O)N2CCN(CCC(=O)C3=CC4=C(NC(=O)O4)C=C3)CC2)=CC(Cl)=C1","PF-8380","NCGC00346939-01","PDE2A"
"COC1=C(OC)C=C(CC2=NN3C(C(C)N=C3[C@@H](CCC4=CC=CC=C4)[C@@H](C)O)C(=O)N2)C=C1","BAY-60-7550","NCGC00263226-01","PDE2A"
"O=C1CCC2=C(N1)C=CC(OCCCCC3=NN=NN3C4CCCCC4)=C2","Cilostazol","NCGC00015207-11","PDE3A"
"COC1=CC=C(C=C1)C2=NC3=C(N2)C=CC(=C3)C4=NNC(=O)CC4C","Pimobendan hydrochloride","NCGC00274063-01","PDE3A"
"CS(=O)(=O)OC1=CC2=C(C=C1)C(NC(N)=O)=C(O2)C(=O)C3=C(Cl)C=C(Cl)C=C3","Lirimilast","NCGC00263118-01","PDE4A"
"COC1=C(OC2CCCC2)C=C(C=C1)C3CNC(=O)C3","Rolipram","NCGC00015898-12","PDE4A"
"COC1=C(OC2CCCC2)C=C(C=C1)[C@@]3(CC[C@@H](CC3)C(O)=O)C#N","Cilomilast","NCGC00167520-03","PDE4A"
"COC1=C(OC2CCCC2)C=C(C=C1)[C@H]3CNC(=O)C3","S-(+)-Rolipram","NCGC00016899-04","PDE4A"
"FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)N=C3C(Cl)=CNC=C3Cl","Roflumilast","NCGC00346566-01","PDE4A"
"OC1=CC2=C(C(=O)C=C(O2)C3=CC(O)=C(O)C=C3)C(O)=C1","Luteolin","NCGC00016467-05","PDE4A"
"COC1=CC(=CC=C1)N=C2C(=CNC3=C2C=C(C=C3C)S(=O)(=O)C4=CC(=CC=C4)C(=O)N(C)C)C(N)=O","GSK-256066","NCGC00346620-01","PDE4A"
"OB1OCC2=C1C=CC(OC3=CC=C(C=C3)C#N)=C2","AN2728","NCGC00345792-01","PDE4A"
"COC1=C(C=C(CC2=CC=C(NC(N)=O)C=C2)C=C1)C3=CC(Cl)=CC=C3","D-159687","NCGC00345018-01","PDE4A"
"CCCC1=NN(C)C2=C1NC(=NC2=O)C3=C(OCC)C=CC(=C3)S(=O)(=O)N4CCN(C)CC4","Sildenafil citrate","NCGC00095099-04","PDE5A"
"OCCN(CCO)C1=NC2=C(N=C(N=C2N3CCCCC3)N(CCO)CCO)C(=N1)N4CCCCC4","Dipyridamole","NCGC00015385-12","PDE5A"
"COC1=CC=C(C=C1)C2=C(OC3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C(=O)C4=C(O2)C(CC=C(C)C)=C(OC5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C4O","Icariin","NCGC00346592-01","PDE5A"
"CCCC1=NC(C)=C2N1N=C(NC2=O)C3=C(OCC)C=CC(=C3)S(=O)(=O)N4CCN(CC)CC4","Vardenafil","NCGC00167533-03","PDE5A"
"CN1C=C(C(=N1)C2=CC=C(OCC3=NC4=C(C=CC=C4)C=C3)C=C2)C5=CC=NC=C5","MP-10","NCGC00346630-01","PDE10A"
"CN1C=NC2=C1C(=O)NC(=O)N2C","Theobromine","NCGC00016023-17","PDE4A"
"C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(O)=O","Alacepril","NCGC00182037-01","ACE"
"CCC[C@H](N[C@H](C)C(=O)N1[C@@H]2CCCC[C@@H]2C[C@@H]1C(O)=O)C(=O)OCC","Perindopril","NCGC00159509-02","ACE"
"CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@@H]2CCC3=C(C=CC=C3)N(CC(O)=O)C2=O","Benazepril","NCGC00165740-04","ACE"
"COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC4CCCC4)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C5=C(C)C=CC=C5","Zafirlukast","NCGC00164547-06","CYSLTR1"
"O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C3=NNN=N3)C4=CC=C(OCCCCC5=CC=CC=C5)C=C4","Pranlukast","NCGC00181765-01","CYSLTR1"
"NC1=C(N2CCOCC2)C(=N)N=C(N1)C3=NN(CC4=C(F)C=CC=C4)C5=C3C=CC=N5","BAY-41-8543","NCGC00263227-01","GUCY1A2"
"COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1","Ranolazine","NCGC00015897-06","SCN9A"
"C[C@@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O","Safinamide mesilate","NCGC00346529-01",""
"NC1=C(Cl)N=C(C(=O)NC(=N)NCC2=CC=CC=C2)C(=N)N1","Benzamil","NCGC00015147-09","SCNN1D"
"COC1=CC(OC)=CC(NC(=O)C2=CC=C(O2)C3=CC=C(Cl)C=C3)=C1","A-803467","NCGC00346700-01","SCN10A"
"FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1","Flecainide","NCGC00015443-06","SCN5A"
"C\C(CCC1=C(C)CCCC1(C)C)=C/CCC2=CCC(OC2O)C3=CC(=O)OC3O","Manoalide","NCGC00344506-01",""
"FC1=CC=C(C=C1)N2CCN(CCCC(=O)NC3C4=C(CSC5=C3C=CC=C5)C=CC=C4)CC2","Monatepil","NCGC00183837-01",""
"NC(=O)C1=NNN(CC2=CC(Cl)=C(C(=O)C3=CC=C(Cl)C=C3)C(Cl)=C2)C1=N","Carboxyamidotriazole","NCGC00014926-03",""
"COC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5","Niguldipine","NCGC00163135-04",""
"COC1=CC=C(C=C1)C2SC3=C(C=CC=C3)N(CCN(C)C)C(=O)C2OC(C)=O","Diltiazem hydrochloride","NCGC00015332-04",""
"OC[C@@H]1O[C@@H](OC2=C3OC=C(C(=O)C3=CC=C2O)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O","Puerarin","NCGC00346597-01",""
"CC[C@@H](N1CCCC1=O)C(N)=O","Levetiracetam","NCGC00186028-01",""
"CC(C)(CC1=CC2=C(C=CC=C2)C=C1)NC[C@@H](O)COC3=C(C#N)C(Cl)=CC=C3","NPS-2143","NCGC00344510-02","CASR"
"C[C@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C2=C3C=CC=CC3=CC=C2","Cinacalcet hydrochloride","NCGC00181002-02","CASR"
"C[C@H](NCC1=CC2=C(N1)C=CC=C2)C3=C4C=CC=CC4=CC=C3","Calindol","NCGC00344505-01","CASR"
"COC1=CC(=CC=C1)[C@@H](C)NCCCC2=C(Cl)C=CC=C2","NPS-R568","NCGC00344508-01","CASR"
"CC1=CC(C)=C(C=C1)C(C)(O)C2=NC3=C(S2)C=CC=C3","AC-265347","NCGC00344509-01","CASR"
"CC(N[C@@H]1CCCC[C@@H]1NC(=O)C2=CC=C(Cl)C=C2)C3=C4C=CC=CC4=CC=C3","Calhex-231","NCGC00344507-02","CASR"
"NCC1(CC(O)=O)CCCCC1","Gabapentin","NCGC00015466-04",""
"N[C@H]1CC[C@H](CC1)N=C2NC3=C(N=CN3C4=CC(F)=CC=C4)C(N2)=NC5=CC=C(C=C5)C(=O)N6CCCCC6","Purfalcamine","NCGC00346992-01",""
"CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC2=CC=C(NS(C)(=O)=O)C=C2","Dofetilide","NCGC00164549-01",""
"CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(C)CC3)C1=O","Glimepiride","NCGC00016960-03",""
"CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3","Glipizide","NCGC00015462-12",""
"CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1","Ibutilide fumarate","NCGC00181771-01",""
"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2","Gliclazide","NCGC00095107-10",""
"COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2","Venlafaxine hydrochloride","NCGC00095109-06","HTR1A"
"CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O","Nifekalant","NCGC00164637-04",""
"C[C@@H]1CC(=O)NN=C1C2=CC=C(NN=C(C#N)C#N)C=C2","Levosimendan","NCGC00263564-02",""
"CC4(CN1CCC(CC1)N2C(=O)NC3=C2C=CC=C3)OCC5=C(C=CC=C5)N6C=CC=C46","Zaldaride maleate","NCGC00159544-02","CALM1"
"CCOC(=O)NC1=CC=C(NCC2=CC=C(F)C=C2)NC1=N","Flupirtine maleate","NCGC00015451-06","KCNQ1"
"CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1","Retigabine","NCGC00346739-01","KCNQ1"
"FC(F)(F)OC1=CC2=C(NC(=N)S2)C=C1","Riluzole","NCGC00015882-09","GRM1"
"FC(F)(F)C1=C(Cl)C(=CC=C1)C(=O)N[C@@H]([C@@H]2CCCCN2)C3=CC=CC=C3","SSR-504734","NCGC00247954-02","SLC6A9"
"COC1=CC2=C(C=C1)[C@@H]([C@H](CN(C)CC(O)=O)CC2)C3=CC=CC=C3","SCH-900435","NCGC00263114-01","SLC6A9"
"CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C2=CNC3=C(C=CC=C3)C2=O)C(C)(C)C","Ivacaftor","NCGC00242480-01","CFTR"
"CC1=C(NC(C=C1)=NC(=O)C2(CC2)C3=CC4=C(OC(F)(F)O4)C=C3)C5=CC(=CC=C5)C(O)=O","Lumacaftor","NCGC00346550-01","CFTR"
"CCN(C1=CC=CC=C1)C2=CC(=NC)N(C)C(C)=N2","ICI-D7288","NCGC00024929-01","HCN"
"FC1=CC=C(C=C1)C(=O)N2CCC[C@@H](C2)C3=NC(=NO3)C4=CC=C(F)C=C4","ADX-47273","NCGC00346722-01","GRM5"
"CCCCOC1=CC=C(C=C1)C(=O)NC2=C(F)C=C(F)C=C2","VU0357121","NCGC00346706-01","GRM5"
"N[C@@]1(CS(=O)(=O)[C@H]2[C@@H]([C@H]12)C(O)=O)C(O)=O","LY-2140023","NCGC00346612-01","GRM2"
"CCCCN1CCC(CNC(=O)C2=C3OCCCN3C4=C2C=CC=C4)CC1","Piboserod hydrochloride","NCGC00250378-01","HTR4"
"CCOC1=C(C=C(Cl)C(N)=C1)C(=O)NCC2CN(CC3=CC=C(F)C=C3)CCO2","Mosapride citrate","NCGC00160527-05","HTR4"
"CN1CCC2(COC3=C2C=C4N(CCC4=C3)C(=O)C5=CC=C(C=C5)C6=C(C)C=C(C=C6)C7=NOC(C)=N7)CC1","SB-224289","NCGC00015918-05","HTR1B"
"CNS(=O)(=O)CCC1=CC2=C(NC=C2C3CCN(C)CC3)C=C1","Naratriptan hydrochloride","NCGC00181786-03","HTR1B"
"CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N3CCCC3)C=C2","Almotriptan","NCGC00095135-04","HTR1B"
"CN1C=CC2=C1C=C3CCN(C(=O)NC4=CN=CC=C4)C3=C2","SB-206553","NCGC00015917-07","HTR1A"
"CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C3=CC=C(F)C=C3","Citalopram hydrobromide","NCGC00015267-09","HTR1A"
"CC(C)CC(N(C)C)C1(CCC1)C2=CC=C(Cl)C=C2","Sibutramine hydrochloride","NCGC00092357-04","HTR1A"
"ClC1=C(Cl)C2=C(C=C1)N=C3NC(=O)CN3C2","anagrelide","NCGC00161408-02","PDE3A"
"CC1=C(C=C(C#N)C(=O)N1)C2=CN3C=CN=C3C=C2","Olprinone","NCGC00162385-05","PDE3A"
"O=C1N(C2=C(C=CC=C2)C1(CC3=CC=NC=C3)CC4=CC=NC=C4)C5=CC=CC=C5","Linopirdine","NCGC00015590-07",""
"COC1=NC(C)=CNC1=NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4","Zibotentan","NCGC00242479-01","EDNRA"
"COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C2=CC=CC=C2)C3=CC=CC=C3","Ambrisentan","NCGC00346730-01","EDNRA"
"OC(=O)CCC1=CC=C(NCC2=CC(OC3=CC=CC=C3)=CC=C2)C=C1","GW-9508","NCGC00167811-03","FFAR1"
"CNC(=O)N1N=C(C2=CC=C(N)C=C2)C3=C(CC1C)C=C4OCOC4=C3","GYKI-53655","NCGC00263113-01",""
"CCCCCNC(=O)N1CCC(CN(CC2=CC=C(S2)[N+]([O-])=O)CC3=CC=C(Cl)C=C3)C1","SR9011","NCGC00347956-01","NR1D1"
"C[C@H]1CC[C@@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@H]1[C@@]23OO4","Artemisinin","NCGC00161634-07",""
"OC1=CC=C2C=CC(=O)C(O)=C2O1","Daphnetin","NCGC00015349-06",""
"COC1=C(OC)C(NC=N1)=NS(=O)(=O)C2=CC=C(N)C=C2","Sulfadoxine","NCGC00016612-04",""
"FC1=CN(C2CCCO2)C(=O)NC1=O","Tegafur","NCGC00159418-02",""
"COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1[C@H]2C3=C(CCN4CCC[C@@]24C=C1OC)C=C5OCOC5=C3","Omacetaxine mepesuccinate","NCGC00025155-01",""
"[H][C@@]12CCCN3CCC[C@]([H])([C@@]4([H])CC=CC(=O)N4C1)[C@]23[H]","Sophocarpine","NCGC00160217-02","KCNH2"
"COC1=CC2=C(C=C1)[C@@H]3CC[C@]4(C)[C@H](CC[C@@H]4[C@@H]3CC2)NCCCCCCN5C(=O)C=CC5=O","U-73122??","NCGC00025091-04","PLCG1"
"CC1=C(C=C(C#N)C(=O)N1)C2=CC=NC=C2","Milrinone","NCGC00015675-03","PDE3A"
"ON1C(=N)NC(=CC1=N)N2CCCCC2","Minoxidil","NCGC00015673-08",""
"CC1=NC(=CC=C1)C#CC2=CC=CC=C2","MPEP","NCGC00015682-02","GRM5"
